event_number,start_time,end_time,duration_hours,max_customers_out,total_customers_out,num_outages,num_restores,customer_hours,counties_affected,max_sknt,min_sknt,avg_sknt,max_gust,min_gust,avg_gust,max_tmpf,min_tmpf,avg_tmpf,total_p01i,max_p01i,avg_p01i
1289,2015-12-01 17:30:00,2015-12-01 20:15:00,2.75,5218,5234,7,5,13317.5,Los Angeles,18.0,0.0,4.046875,25.0,0.0,1.3958334,69.8,35.0,60.48854,0.0,0.0,0.0
1291,2015-12-01 21:00:00,2015-12-01 21:15:00,0.25,3838,3838,1,1,959.5,Los Angeles,12.0,0.0,4.1875,19.0,0.0,2.5,73.4,51.0,65.162506,0.0,0.0,0.0
1293,2015-12-02 03:00:00,2015-12-02 04:00:00,1.0,4543,4592,3,2,4331.75,Los Angeles,15.0,0.0,4.325,0.0,0.0,0.0,61.0,37.0,55.03,0.0,0.0,0.0
1295,2015-12-02 16:45:00,2015-12-03 04:30:00,11.75,6789,8290,20,25,61402.75,Los Angeles,17.0,0.0,4.6471353,22.0,0.0,0.8125,92.0,38.0,65.74479,0.0,0.0,0.0
1297,2015-12-03 17:30:00,2015-12-03 22:30:00,5.0,6291,6300,8,11,24053.25,Los Angeles,14.0,0.0,3.4136906,0.0,0.0,0.0,76.0,38.0,67.76964,0.0,0.0,0.0
1299,2015-12-03 23:30:00,2015-12-04 00:30:00,1.0,4833,4833,1,4,4375.75,Los Angeles,47.0,0.0,8.5375,19.0,0.0,0.2375,75.0,56.0,66.495,0.0,0.0,0.0
1301,2015-12-04 02:15:00,2015-12-04 02:45:00,0.5,4014,4014,1,2,2004.75,Los Angeles,11.0,0.0,3.75,0.0,0.0,0.0,64.4,44.0,59.145832,0.0,0.0,0.0
1303,2015-12-05 15:30:00,2015-12-05 16:00:00,0.5,4709,4709,2,1,2342.5,Los Angeles,18.0,0.0,4.0208335,0.0,0.0,0.0,64.4,24.0,50.733334,0.0,0.0,0.0
1305,2015-12-05 16:30:00,2015-12-05 17:45:00,1.25,8303,9009,3,2,9458.75,Los Angeles,22.0,0.0,4.21875,28.0,0.0,1.75,70.0,30.0,57.55,0.0,0.0,0.0
1307,2015-12-05 21:15:00,2015-12-05 22:45:00,1.5,4704,4928,2,5,6753.0,Los Angeles,20.0,0.0,5.571429,25.0,0.0,2.2232144,79.0,51.0,69.817856,0.0,0.0,0.0
1309,2015-12-07 17:30:00,2015-12-08 01:30:00,8.0,7063,9885,12,19,49843.75,Los Angeles,20.0,0.0,4.689394,28.0,0.0,1.4602273,82.4,41.0,70.61364,0.0,0.0,0.0
1311,2015-12-08 23:15:00,2015-12-08 23:30:00,0.25,4362,4362,1,1,1090.5,Los Angeles,13.0,0.0,4.59375,0.0,0.0,0.0,85.0,61.0,74.48125,0.0,0.0,0.0
1313,2015-12-09 04:30:00,2015-12-09 04:45:00,0.25,4748,4748,1,1,1187.0,Los Angeles,13.0,0.0,2.375,0.0,0.0,0.0,73.0,45.0,61.5375,0.0,0.0,0.0
1315,2015-12-09 06:30:00,2015-12-09 13:00:00,6.5,4416,4666,5,13,27200.75,Los Angeles,16.0,0.0,2.0277777,0.0,0.0,0.0,72.0,32.0,57.290276,0.0,0.0,0.0
1317,2015-12-10 06:15:00,2015-12-10 07:15:00,1.0,4685,4686,2,3,4170.0,Los Angeles,7.0,0.0,1.9125,0.0,0.0,0.0,66.2,54.0,58.777504,0.0,0.0,0.0
1319,2015-12-10 19:45:00,2015-12-10 20:15:00,0.5,6523,6523,1,1,3261.5,Los Angeles,16.0,0.0,6.8125,0.0,0.0,0.0,68.0,57.2,63.995834,0.0,0.0,0.0
1321,2015-12-11 23:15:00,2015-12-12 00:15:00,1.0,4478,4478,2,3,4421.5,Los Angeles,29.0,3.0,14.7125,40.0,0.0,17.675,64.0,36.0,56.234997,0.00049999997,1e-04,6.2499994e-06
1323,2015-12-12 05:15:00,2015-12-12 09:30:00,4.25,9649,9710,6,8,28296.5,Los Angeles,34.0,0.0,11.236111,48.0,0.0,12.399305,59.0,35.0,52.599304,0.00029999999,1e-04,1.0416666e-06
1325,2015-12-14 02:30:00,2015-12-14 03:15:00,0.75,21119,21119,3,1,10668.25,Los Angeles,31.0,0.0,12.125,40.0,0.0,12.28125,64.4,37.0,53.634377,2.7202,0.15,0.042503126
1327,2015-12-14 04:45:00,2015-12-14 05:00:00,0.25,5377,5377,1,1,1344.25,Los Angeles,28.0,0.0,14.125,39.0,0.0,15.75,64.4,34.0,52.74375,0.060599998,0.01,0.0018937499
1329,2015-12-14 05:15:00,2015-12-14 08:30:00,3.25,12320,14956,4,5,27061.75,Los Angeles,30.0,0.0,11.857142,39.0,0.0,11.241072,64.4,32.0,50.933926,0.070599996,0.01,0.00031517856
1331,2015-12-14 09:45:00,2015-12-14 10:15:00,0.5,5867,5867,1,1,2933.5,Los Angeles,22.0,3.0,10.75,33.0,0.0,9.458333,53.6,31.0,46.7625,0.0,0.0,0.0
1333,2015-12-14 10:45:00,2015-12-14 11:15:00,0.5,3985,3985,1,1,1992.5,Los Angeles,19.0,3.0,10.270833,31.0,0.0,7.7916665,53.6,30.0,45.662495,0.00029999999,1e-04,6.25e-06
1335,2015-12-14 12:30:00,2015-12-15 00:15:00,11.75,7143,13106,21,22,66480.0,Los Angeles,35.0,0.0,13.2786455,45.0,0.0,14.691406,62.0,29.0,49.7375,0.21169999,0.02,0.00027565102
1337,2015-12-15 01:00:00,2015-12-15 01:45:00,0.75,3936,3936,2,1,2900.0,Los Angeles,24.0,0.0,12.25,30.0,0.0,14.0,56.0,30.0,49.043747,0.0,0.0,0.0
1339,2015-12-15 04:15:00,2015-12-15 04:30:00,0.25,4186,4186,1,1,1046.5,Los Angeles,26.0,0.0,13.78125,35.0,0.0,16.53125,56.0,30.0,47.18125,0.0,0.0,0.0
1341,2015-12-15 17:15:00,2015-12-16 11:00:00,17.75,9045,14690,21,23,125461.75,Los Angeles,16.0,0.0,5.1623263,25.0,0.0,1.0980903,62.6,23.0,49.602776,0.0,0.0,0.0
1343,2015-12-17 16:45:00,2015-12-17 17:00:00,0.25,3857,3857,1,1,964.25,Los Angeles,7.0,0.0,2.8125,0.0,0.0,0.0,59.0,31.0,48.9625,0.0,0.0,0.0
1345,2015-12-17 17:45:00,2015-12-17 18:15:00,0.5,5234,5234,2,1,2522.25,Los Angeles,8.0,0.0,2.4375,0.0,0.0,0.0,60.0,37.0,52.962498,0.0,0.0,0.0
1347,2015-12-17 18:45:00,2015-12-17 19:00:00,0.25,3839,3839,1,1,959.75,Los Angeles,10.0,0.0,2.5,0.0,0.0,0.0,62.0,41.0,56.024998,0.0,0.0,0.0
1349,2015-12-17 19:15:00,2015-12-17 20:00:00,0.75,4469,4469,3,1,3346.75,Los Angeles,10.0,0.0,2.140625,0.0,0.0,0.0,66.2,41.0,57.384377,0.0,0.0,0.0
1351,2015-12-17 21:15:00,2015-12-17 22:00:00,0.75,4303,4303,1,2,3026.75,Los Angeles,10.0,0.0,2.78125,0.0,0.0,0.0,66.2,47.0,60.2625,0.0,0.0,0.0
1353,2015-12-20 07:30:00,2015-12-20 07:45:00,0.25,3940,3940,1,1,985.0,Los Angeles,22.0,0.0,6.75,27.0,0.0,4.6875,57.2,34.0,49.462498,0.0101,0.01,0.000315625
1356,2015-12-22 14:30:00,2015-12-22 15:00:00,0.5,4302,4302,2,1,2135.5,Los Angeles,29.0,0.0,12.541667,42.0,0.0,14.041667,62.6,50.0,55.645832,0.4706,0.07,0.009804167
1358,2015-12-22 19:30:00,2015-12-22 20:15:00,0.75,3914,3914,2,2,2919.0,Los Angeles,43.0,0.0,13.140625,50.0,0.0,15.078125,64.4,52.0,59.034374,0.0619,0.02,0.0009671875
1360,2015-12-22 21:15:00,2015-12-22 21:30:00,0.25,4869,4869,1,1,1217.25,Los Angeles,38.0,0.0,15.25,45.0,0.0,16.25,64.4,50.0,59.15625,0.060999997,0.02,0.0019062499
1365,2015-12-25 18:45:00,2015-12-25 20:00:00,1.25,4384,4384,2,3,5331.25,Los Angeles,19.0,0.0,11.239583,26.0,0.0,9.708333,59.0,30.0,51.677082,0.0,0.0,0.0
1367,2015-12-26 16:45:00,2015-12-26 18:30:00,1.75,5039,5039,3,3,8602.25,Los Angeles,26.0,0.0,10.09375,33.0,0.0,9.2265625,60.0,30.0,50.204685,0.0,0.0,0.0
1370,2015-12-28 21:15:00,2015-12-28 21:45:00,0.5,4767,4767,2,1,2380.5,Los Angeles,23.0,0.0,7.7291665,24.0,0.0,1.0,59.0,33.0,52.587505,0.010799999,0.01,0.00022499998
1375,2016-01-04 17:00:00,2016-01-04 17:30:00,0.5,4037,4037,2,1,2014.25,Los Angeles,15.0,0.0,5.2083335,0.0,0.0,0.0,66.0,42.0,55.879166,0.15100001,0.04,0.0031458335
1377,2016-01-04 17:45:00,2016-01-04 18:15:00,0.5,5001,5001,1,2,2497.75,Los Angeles,12.0,0.0,4.625,0.0,0.0,0.0,66.0,44.0,58.058334,0.00049999997,1e-04,1.0416666e-05
1379,2016-01-04 20:00:00,2016-01-04 20:30:00,0.5,3829,3829,2,1,1914.25,Los Angeles,12.0,0.0,4.8541665,0.0,0.0,0.0,69.8,46.0,61.94167,0.0,0.0,0.0
1381,2016-01-05 18:45:00,2016-01-05 20:45:00,2.0,6786,6789,5,4,10761.75,Los Angeles,30.0,0.0,9.438889,44.0,0.0,8.3125,60.8,42.0,54.106945,13.720299,0.59,0.09527985
1383,2016-01-05 21:30:00,2016-01-05 21:45:00,0.25,6006,6006,1,1,1501.5,Los Angeles,24.0,0.0,8.53125,31.0,0.0,5.875,60.8,43.0,53.6,2.5103,0.48,0.07844687
1385,2016-01-05 22:00:00,2016-01-05 22:15:00,0.25,4205,4205,1,1,1051.25,Los Angeles,24.0,0.0,8.53125,31.0,0.0,7.1875,60.0,43.0,53.83125,1.5005,0.27,0.046890624
1387,2016-01-05 22:30:00,2016-01-05 22:45:00,0.25,6145,6145,1,1,1536.25,Los Angeles,20.0,0.0,7.96875,27.0,0.0,4.6875,60.8,44.0,54.5125,0.6703,0.1,0.020946875
1389,2016-01-06 01:00:00,2016-01-06 01:15:00,0.25,4011,4011,1,1,1002.75,Los Angeles,22.0,0.0,9.5625,31.0,0.0,8.0625,59.0,40.0,53.5375,0.030499998,0.01,0.00095312495
1391,2016-01-06 04:15:00,2016-01-06 05:00:00,0.75,5659,5700,2,2,4053.5,Los Angeles,21.0,0.0,7.46875,28.0,0.0,3.875,58.0,38.0,51.362503,0.0008,1e-04,1.25e-05
1393,2016-01-06 20:30:00,2016-01-07 00:00:00,3.5,12131,15892,8,7,26667.5,Los Angeles,27.0,0.0,9.233334,35.0,0.0,6.6458335,59.0,33.8,50.710835,13.043499,0.41,0.054347914
1395,2016-01-08 10:15:00,2016-01-08 10:45:00,0.5,4694,4694,1,2,2334.5,Los Angeles,16.0,0.0,5.25,29.0,0.0,3.6666667,53.6,34.0,45.833332,0.00029999999,1e-04,6.25e-06
1397,2016-01-09 01:15:00,2016-01-09 02:15:00,1.0,7324,7350,3,2,6739.0,Los Angeles,17.0,0.0,5.3,20.0,0.0,0.25,59.0,35.0,52.2,0.0,0.0,0.0
1399,2016-01-09 23:15:00,2016-01-09 23:30:00,0.25,4228,4228,1,1,1057.0,Los Angeles,18.0,0.0,6.625,0.0,0.0,0.0,60.0,40.0,55.3125,0.0002,1e-04,6.25e-06
1401,2016-01-09 23:45:00,2016-01-10 00:45:00,1.0,4828,4828,2,3,4610.75,Los Angeles,17.0,0.0,6.8125,23.0,0.0,1.35,59.0,39.0,54.305,0.0025,1e-04,3.1249998e-05
1403,2016-01-10 12:00:00,2016-01-10 14:00:00,2.0,3899,3899,1,2,7728.25,Los Angeles,14.0,0.0,3.3958333,16.0,0.0,0.44444445,53.6,38.0,48.931946,0.0319,0.01,0.00022152778
1405,2016-01-11 18:00:00,2016-01-11 18:45:00,0.75,4550,4601,2,2,3344.25,Los Angeles,12.0,0.0,3.34375,0.0,0.0,0.0,65.0,42.0,56.396877,0.0,0.0,0.0
1407,2016-01-11 20:15:00,2016-01-11 20:30:00,0.25,7272,7272,1,1,1818.0,Los Angeles,13.0,0.0,4.84375,19.0,0.0,1.6875,71.6,44.0,59.15,0.0,0.0,0.0
1409,2016-01-11 20:45:00,2016-01-11 22:15:00,1.5,5841,6023,4,3,7515.5,Los Angeles,17.0,0.0,6.651786,23.0,0.0,2.419643,65.0,44.0,59.591072,0.0,0.0,0.0
1411,2016-01-12 17:45:00,2016-01-12 18:00:00,0.25,4613,4613,1,1,1153.25,Los Angeles,15.0,0.0,4.375,22.0,0.0,1.375,61.0,39.0,54.825,0.0,0.0,0.0
1413,2016-01-13 03:30:00,2016-01-13 05:00:00,1.5,5848,6462,3,4,7952.25,Los Angeles,10.0,0.0,3.1964285,0.0,0.0,0.0,62.6,34.0,51.07143,0.0,0.0,0.0
1415,2016-01-14 19:15:00,2016-01-14 19:30:00,0.25,4398,4398,1,1,1099.5,Los Angeles,20.0,0.0,4.59375,23.0,0.0,0.71875,64.4,47.0,57.25625,0.0,0.0,0.0
1417,2016-01-16 19:30:00,2016-01-16 19:45:00,0.25,4773,4773,1,1,1193.25,Los Angeles,16.0,0.0,6.09375,19.0,0.0,1.1875,64.4,55.0,60.4375,0.0002,1e-04,6.25e-06
1419,2016-01-16 22:00:00,2016-01-16 22:30:00,0.5,4229,4229,2,1,2114.25,Los Angeles,23.0,0.0,7.9375,19.0,0.0,0.7916667,68.0,54.0,62.125,0.00029999999,1e-04,6.25e-06
1421,2016-01-19 16:30:00,2016-01-19 23:30:00,7.0,8757,10970,14,13,54894.5,Los Angeles,21.0,0.0,5.625948,28.0,0.0,1.0538793,66.0,39.0,57.845688,0.81340003,0.12,0.0017530173
1423,2016-01-20 18:30:00,2016-01-20 19:15:00,0.75,3898,3902,2,2,2917.0,Los Angeles,12.0,0.0,3.875,0.0,0.0,0.0,78.0,50.0,62.403122,0.0,0.0,0.0
1425,2016-01-20 19:30:00,2016-01-20 20:00:00,0.5,4001,4001,1,2,1977.25,Los Angeles,10.0,0.0,4.7708335,0.0,0.0,0.0,83.0,55.0,63.7,0.0002,1e-04,4.1666667e-06
1427,2016-01-21 17:45:00,2016-01-21 18:45:00,1.0,4676,4676,4,1,4303.5,Los Angeles,21.0,0.0,5.6125,29.0,0.0,1.7625,73.0,46.0,61.672497,0.0,0.0,0.0
1429,2016-01-21 19:15:00,2016-01-21 22:45:00,3.5,5221,5365,4,11,14781.5,Los Angeles,21.0,0.0,6.2541666,27.0,0.0,1.2041667,77.0,49.0,68.434166,0.0,0.0,0.0
1433,2016-01-23 19:15:00,2016-01-23 23:00:00,3.75,4793,4846,4,3,17872.75,Los Angeles,22.0,0.0,6.0820312,26.0,0.0,0.8359375,66.2,41.0,59.37422,0.0225,0.01,8.789063e-05
1435,2016-01-24 17:00:00,2016-01-24 17:15:00,0.25,4304,4304,1,1,1076.0,Los Angeles,27.0,0.0,7.635,31.0,0.0,3.125,57.2,38.0,52.86875,0.0002,1e-04,6.25e-06
1437,2016-01-26 18:30:00,2016-01-26 18:45:00,0.25,5038,5038,1,1,1259.5,Los Angeles,21.0,0.0,6.6875,26.0,0.0,2.21875,71.6,47.0,63.56875,1e-04,1e-04,3.125e-06
1439,2016-01-26 19:30:00,2016-01-26 20:00:00,0.5,3831,3831,1,1,1915.5,Los Angeles,18.0,0.0,6.8125,27.0,0.0,1.6875,73.4,49.0,65.862495,1e-04,1e-04,2.0833334e-06
1441,2016-01-26 22:00:00,2016-01-26 23:30:00,1.5,4683,4683,3,2,6349.0,Los Angeles,15.0,3.0,7.910714,21.0,0.0,1.0357143,74.0,50.0,66.59643,0.0,0.0,0.0
1444,2016-01-29 12:45:00,2016-01-29 13:15:00,0.5,4019,4019,1,1,2009.5,Los Angeles,21.0,0.0,4.2708335,26.0,0.0,2.875,60.8,48.2,52.766666,0.0,0.0,0.0
1446,2016-01-29 13:45:00,2016-01-29 14:00:00,0.25,4580,4580,1,1,1145.0,Los Angeles,24.0,0.0,6.0625,29.0,0.0,3.5,60.0,48.2,52.6875,0.0,0.0,0.0
1448,2016-01-30 23:15:00,2016-01-31 00:15:00,1.0,4253,4253,2,2,4142.0,Los Angeles,19.0,0.0,8.4,24.0,0.0,0.825,66.0,48.0,60.7725,0.0,0.0,0.0
1450,2016-01-31 21:15:00,2016-02-01 09:15:00,12.0,37210,58041,23,25,324515.5,Los Angeles,38.0,0.0,17.674746,55.0,0.0,23.640306,60.8,29.0,48.725258,3.4347,0.28,0.004380995
1453,2016-02-02 22:00:00,2016-02-02 22:45:00,0.75,5241,5241,2,1,3256.25,Los Angeles,21.0,0.0,9.0,28.0,0.0,2.953125,61.0,37.0,55.409374,0.0,0.0,0.0
1455,2016-02-06 16:45:00,2016-02-06 17:00:00,0.25,4231,4231,1,1,1057.75,Los Angeles,17.0,0.0,5.0,24.0,0.0,1.5,66.0,41.0,58.6,0.0,0.0,0.0
1457,2016-02-08 16:30:00,2016-02-08 16:45:00,0.25,4938,4938,1,1,1234.5,Los Angeles,30.0,0.0,6.46875,41.0,0.0,3.75,76.0,42.0,65.174995,0.0,0.0,0.0
1459,2016-02-11 22:30:00,2016-02-12 03:00:00,4.5,4855,4872,2,12,19465.5,Los Angeles,11.0,0.0,4.3157897,0.0,0.0,0.0,87.0,51.0,72.92698,0.0,0.0,0.0
1461,2016-02-13 05:45:00,2016-02-13 06:00:00,0.25,4687,4687,1,1,1171.75,Los Angeles,12.0,0.0,3.125,0.0,0.0,0.0,75.2,45.0,60.2,0.0,0.0,0.0
1463,2016-02-13 10:30:00,2016-02-13 11:00:00,0.5,4742,4742,1,1,2371.0,Los Angeles,12.0,0.0,2.3333333,0.0,0.0,0.0,67.0,33.0,53.17917,0.0,0.0,0.0
1465,2016-02-14 06:30:00,2016-02-14 07:00:00,0.5,3928,3928,1,1,1964.0,Los Angeles,23.0,0.0,4.2083335,28.0,0.0,1.75,73.4,47.0,58.05,0.0,0.0,0.0
1468,2016-02-15 19:15:00,2016-02-15 19:30:00,0.25,4063,4063,1,1,1015.75,Los Angeles,20.0,0.0,6.09375,29.0,0.0,3.75,89.6,64.0,78.575,0.0,0.0,0.0
1470,2016-02-16 00:45:00,2016-02-16 11:00:00,10.25,9251,12228,15,17,69759.0,Los Angeles,21.0,0.0,5.1011906,27.0,0.0,0.76636904,87.8,40.0,67.36786,0.0,0.0,0.0
1472,2016-02-17 18:00:00,2016-02-18 00:45:00,6.75,8753,9385,9,16,36866.25,Los Angeles,33.0,0.0,8.142858,44.0,0.0,3.997768,77.0,44.0,65.285484,1.3987,0.09,0.0031220983
1474,2016-02-18 02:00:00,2016-02-18 03:45:00,1.75,7188,7309,4,4,9062.5,Los Angeles,20.0,0.0,6.125,31.0,0.0,2.1875,61.0,42.0,55.53594,6.062,0.13,0.047359373
1476,2016-02-18 05:45:00,2016-02-18 06:00:00,0.25,4056,4056,1,1,1014.0,Los Angeles,34.0,4.0,9.65625,43.0,0.0,4.75,58.0,43.0,54.11875,0.62039995,0.08,0.019387498
1480,2016-02-19 23:00:00,2016-02-20 00:15:00,1.25,4823,4829,2,4,5955.5,Los Angeles,16.0,0.0,8.083333,0.0,0.0,0.0,69.8,52.0,63.410416,0.0,0.0,0.0
1482,2016-02-21 16:45:00,2016-02-21 23:30:00,6.75,6409,6754,12,8,40889.75,Los Angeles,21.0,0.0,5.444196,26.0,0.0,0.78125,79.0,54.0,66.171875,0.0,0.0,0.0
1484,2016-02-22 18:00:00,2016-02-22 23:15:00,5.25,7060,11003,8,10,25029.25,Los Angeles,23.0,0.0,8.332386,32.0,0.0,3.7613637,84.0,56.0,71.97841,0.0,0.0,0.0
1486,2016-02-23 18:45:00,2016-02-23 19:30:00,0.75,5242,5286,2,2,3858.5,Los Angeles,15.0,0.0,5.015625,22.0,0.0,1.5625,82.0,56.0,73.203125,0.0,0.0,0.0
1488,2016-02-24 04:30:00,2016-02-24 04:45:00,0.25,5681,5681,1,1,1420.25,Los Angeles,24.0,0.0,5.5,30.0,0.0,1.875,75.2,46.0,64.5125,0.0,0.0,0.0
1490,2016-02-24 08:15:00,2016-02-24 08:30:00,0.25,5407,5407,1,1,1351.75,Los Angeles,20.0,0.0,6.0,28.0,0.0,0.875,79.0,36.0,61.5,0.0,0.0,0.0
1493,2016-02-25 16:15:00,2016-02-25 16:30:00,0.25,4183,4183,1,1,1045.75,Los Angeles,18.0,0.0,2.59375,23.0,0.0,0.71875,72.0,38.0,59.7875,0.0,0.0,0.0
1497,2016-02-27 15:00:00,2016-02-27 15:15:00,0.25,4529,4529,1,1,1132.25,Los Angeles,18.0,0.0,5.0625,0.0,0.0,0.0,62.0,47.0,54.44375,0.0,0.0,0.0
1499,2016-02-28 12:00:00,2016-02-28 12:30:00,0.5,6500,6500,1,1,3250.0,Los Angeles,19.0,0.0,4.4583335,25.0,0.0,1.9166666,66.0,48.0,56.058334,0.0,0.0,0.0
1501,2016-02-28 19:00:00,2016-02-28 19:15:00,0.25,4653,4653,1,1,1163.25,Los Angeles,18.0,0.0,4.5625,0.0,0.0,0.0,74.0,57.2,66.8625,0.0,0.0,0.0
1503,2016-02-28 19:45:00,2016-02-28 20:15:00,0.5,4737,4737,1,2,2349.5,Los Angeles,15.0,0.0,5.75,0.0,0.0,0.0,77.0,57.2,69.450005,0.0,0.0,0.0
1506,2016-02-29 18:00:00,2016-02-29 18:15:00,0.25,3812,3812,1,1,953.0,Los Angeles,11.0,0.0,3.90625,15.0,0.0,0.9375,73.0,59.0,65.53125,0.0,0.0,0.0
1508,2016-03-01 01:15:00,2016-03-01 01:45:00,0.5,4286,4286,1,1,2143.0,Los Angeles,20.0,0.0,7.6666665,21.0,0.0,1.1875,77.0,57.0,67.29583,0.0,0.0,0.0
1510,2016-03-01 17:45:00,2016-03-01 18:45:00,1.0,4762,4762,2,3,4569.5,Los Angeles,7.0,0.0,1.9125,0.0,0.0,0.0,76.0,59.0,67.1175,0.0,0.0,0.0
1512,2016-03-01 20:00:00,2016-03-01 21:00:00,1.0,5224,5224,1,3,5099.5,Los Angeles,10.0,0.0,4.925,0.0,0.0,0.0,81.0,61.0,72.8925,0.0,0.0,0.0
1514,2016-03-01 22:30:00,2016-03-01 23:15:00,0.75,6113,6113,2,2,4049.25,Los Angeles,19.0,0.0,7.890625,26.0,0.0,1.625,84.0,59.0,72.30312,0.0,0.0,0.0
1516,2016-03-02 15:00:00,2016-03-02 15:30:00,0.5,4601,4601,1,1,2300.5,Los Angeles,19.0,0.0,3.0625,0.0,0.0,0.0,63.0,44.0,54.57083,0.0,0.0,0.0
1518,2016-03-02 18:30:00,2016-03-02 19:15:00,0.75,3933,3933,2,2,2935.25,Los Angeles,13.0,0.0,4.34375,0.0,0.0,0.0,79.0,59.0,67.9125,0.0,0.0,0.0
1520,2016-03-03 18:15:00,2016-03-03 22:45:00,4.5,4301,4485,5,9,17898.5,Los Angeles,22.0,0.0,6.5986843,27.0,0.0,0.52960527,78.0,60.0,68.82895,0.0,0.0,0.0
1522,2016-03-05 17:00:00,2016-03-05 18:30:00,1.5,5426,5426,2,4,7980.75,Los Angeles,20.0,0.0,5.803571,24.0,0.0,1.6339285,65.0,48.0,59.4625,0.0,0.0,0.0
1525,2016-03-06 17:45:00,2016-03-06 19:30:00,1.75,5061,5824,4,4,7764.25,Los Angeles,32.0,0.0,13.296875,41.0,0.0,12.71875,66.2,46.0,59.043747,0.08039999,0.01,0.0006281249
1527,2016-03-07 15:30:00,2016-03-07 16:45:00,1.25,5104,5104,5,1,5499.5,Los Angeles,22.0,0.0,7.7083335,32.0,0.0,4.3854165,56.0,34.0,47.758335,4.3209,0.27,0.045009375
1529,2016-03-07 17:15:00,2016-03-07 17:30:00,0.25,4553,4553,1,1,1138.25,Los Angeles,27.0,0.0,9.40625,40.0,0.0,2.96875,56.0,35.0,49.4375,0.2404,0.08,0.0075125
1531,2016-03-07 18:45:00,2016-03-07 19:15:00,0.5,4413,4413,1,1,2206.5,Los Angeles,27.0,3.0,13.416667,38.0,0.0,12.8125,59.0,38.0,53.129166,0.031,0.03,0.0006458333
1533,2016-03-07 19:45:00,2016-03-07 20:00:00,0.25,3801,3801,1,1,950.25,Los Angeles,29.0,5.0,13.375,36.0,0.0,13.0625,60.0,40.0,54.28125,0.060399998,0.03,0.0018874999
1535,2016-03-08 17:30:00,2016-03-08 17:45:00,0.25,4453,4453,1,1,1113.25,Los Angeles,20.0,0.0,7.09375,25.0,0.0,4.1875,66.0,41.0,56.75,0.0,0.0,0.0
1537,2016-03-10 19:00:00,2016-03-10 19:30:00,0.5,4864,4864,1,1,2432.0,Los Angeles,11.0,0.0,3.8541667,0.0,0.0,0.0,78.0,64.0,70.82083,0.0,0.0,0.0
1539,2016-03-10 19:45:00,2016-03-10 20:30:00,0.75,5513,5513,1,2,3761.25,Los Angeles,17.49,0.0,6.117031,0.0,0.0,0.0,78.0,65.0,72.08437,0.0,0.0,0.0
1542,2016-03-11 23:45:00,2016-03-12 00:00:00,0.25,4235,4235,1,1,1058.75,Los Angeles,24.0,0.0,10.125,31.0,0.0,7.1875,60.0,43.0,52.875,1.8102,0.17,0.05656875
1545,2016-03-13 03:45:00,2016-03-13 05:00:00,1.25,6933,6933,4,2,7051.5,Los Angeles,24.0,0.0,7.0104165,26.0,0.0,2.5833333,60.0,41.0,54.760418,0.00059999997,1e-04,6.25e-06
1547,2016-03-14 17:15:00,2016-03-14 18:00:00,0.75,3881,3881,2,1,2898.25,Los Angeles,26.0,0.0,7.171875,33.0,0.0,4.421875,64.4,48.0,59.996876,0.020899998,0.01,0.00032656247
1549,2016-03-16 06:45:00,2016-03-16 08:30:00,1.75,9499,10754,4,3,14521.25,Los Angeles,15.0,0.0,4.765625,23.0,0.0,0.5390625,80.6,47.0,59.439064,0.0,0.0,0.0
1552,2016-03-18 19:30:00,2016-03-18 20:45:00,1.25,7130,7130,3,3,8765.0,Los Angeles,10.0,0.0,5.9270835,0.0,0.0,0.0,78.0,60.0,69.520836,0.0,0.0,0.0
1554,2016-03-21 19:30:00,2016-03-22 00:15:00,4.75,43266,44724,7,10,119503.25,Los Angeles,27.0,0.0,9.646875,33.0,0.0,2.53125,71.6,52.0,65.23937,0.0,0.0,0.0
1556,2016-03-22 23:30:00,2016-03-23 00:15:00,0.75,4697,4697,3,1,3402.75,Los Angeles,27.0,7.0,15.84375,34.0,0.0,19.1875,71.6,48.0,63.856247,0.0,0.0,0.0
1558,2016-03-23 01:00:00,2016-03-23 03:30:00,2.5,9165,9558,7,4,18052.5,Los Angeles,32.0,0.0,14.051136,46.0,0.0,16.505682,71.6,42.0,60.25682,0.0002,1e-04,1.1363636e-06
1560,2016-03-23 16:15:00,2016-03-23 20:15:00,4.0,10473,11188,9,5,31718.25,Los Angeles,21.0,0.0,7.5588236,30.0,0.0,6.397059,77.0,45.0,65.80662,0.0,0.0,0.0
1562,2016-03-23 21:30:00,2016-03-23 22:00:00,0.5,3923,3923,1,2,1959.75,Los Angeles,15.0,0.0,8.791667,22.0,0.0,3.6875,80.0,61.0,71.30417,0.0,0.0,0.0
1564,2016-03-25 21:45:00,2016-03-25 22:15:00,0.5,4340,4340,1,1,2170.0,Los Angeles,26.0,4.0,8.729167,15.0,0.0,0.9375,81.0,61.0,72.94583,0.0,0.0,0.0
1566,2016-03-26 03:30:00,2016-03-26 04:15:00,0.75,5917,5917,1,3,4143.0,Los Angeles,22.0,0.0,7.828125,30.0,0.0,5.171875,75.2,51.0,64.21875,0.0,0.0,0.0
1569,2016-03-29 04:00:00,2016-03-29 05:00:00,1.0,7271,7271,2,3,5378.5,Los Angeles,31.0,0.0,10.4625,40.0,0.0,8.1,57.2,36.0,52.2,0.00049999997,1e-04,6.2499994e-06
